6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
2.5592317038182405E-14 5.434719592426838E-16 
6.763886296155646E-16 2.0935164053104617E-14 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
6.763886296155646E-16 2.0935164053104617E-14 
2.5592317038182405E-14 5.434719592426838E-16 
1.4409149272525704E-14 1.2548305623311114E-14 
1.5400334892522547E-14 3.961980057676303E-15 
